path,date,fam,fmax,voa_mean,voa_range,voa_slope_dB_per_GHz,voa_end_minus_start,voa_corr_f,ipd_mean,ipd_rel_range_pct,ipd_slope_pct_per_GHz
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/200 ohm/Bias_-5V_Iph_0.5mA.xlsx,03/29/2026,A,26.67,0.4518833333333333,0.03700000000000003,0.0010199818988184009,-0.007000000000000006,0.6941966686223626,-24.944749999999996,0.028062017057689084,0.000317412115529984
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/200 ohm/Bias_-5V_Iph_1mA.xlsx,03/29/2026,A,26.5,3.7737,0.038000000000000256,0.0002168948039717966,-0.02400000000000002,0.17968614772147515,-25.511049999999994,0.14111532061595983,0.004322845855599038
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/200 ohm/Bias_-5V_Iph_3mA.xlsx,03/29/2026,A,27.08,8.15030909090909,0.03599999999999959,0.0009978395977558534,-0.006000000000000227,0.7145539359922283,-27.491927272727278,0.4255794758924304,0.01441536182526152
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/200 ohm/Bias_-5V_Iph_5mA_200ohm.xlsx,03/29/2026,A,26.33,10.186728813559323,0.036999999999999034,0.0011976477133705818,0.0010000000000012221,0.7725765097411837,-29.599830508474582,0.5371652380052648,0.016543925889953664
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/200 ohm/Bias_-7V_Iph_1mA.xlsx,03/29/2026,A,26.33,3.76905,0.04300000000000015,-0.00036390711114845335,-0.03500000000000014,-0.28742537926043593,-34.735283333333335,0.037425921865225774,-0.0009013144494658835
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/200 ohm/new cal/Bias_-3V_Iph_1mA.xlsx,03/29/2026,A,26.17,3.7692666666666668,0.03299999999999992,0.0008974327852707567,-0.0040000000000000036,0.6429052689781893,-15.990783333333333,0.12507204671024882,0.0037244176744891545
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/200 ohm/new cal/Bias_-5V_Iph_0_5mA.xlsx,03/29/2026,A,26.67,0.4518833333333333,0.03700000000000003,0.0010199818988184009,-0.007000000000000006,0.6941966686223626,-24.944749999999996,0.028062017057689084,0.000317412115529984
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/200 ohm/new cal/Bias_-5V_Iph_1mA.xlsx,03/29/2026,A,26.5,3.7737,0.038000000000000256,0.0002168948039717966,-0.02400000000000002,0.17968614772147515,-25.511049999999994,0.14111532061595983,0.004322845855599038
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/200 ohm/new cal/Bias_-5V_Iph_3mA.xlsx,03/29/2026,A,27.08,8.15030909090909,0.03599999999999959,0.0009978395977558534,-0.006000000000000227,0.7145539359922283,-27.491927272727278,0.4255794758924304,0.01441536182526152
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/200 ohm/new cal/Bias_-5V_Iph_5mA.xlsx,03/29/2026,A,26.33,10.186728813559323,0.036999999999999034,0.0011976477133705818,0.0010000000000012221,0.7725765097411837,-29.599830508474582,0.5371652380052648,0.016543925889953664
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/200 ohm/new cal/Bias_-7V_Iph_1mA_200ohm.xlsx,03/29/2026,A,26.33,3.76905,0.04300000000000015,-0.00036390711114845335,-0.03500000000000014,-0.28742537926043593,-34.735283333333335,0.037425921865225774,-0.0009013144494658835
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/36 ohm/Bias_-3V_Iph_1mA.xlsx,03/27/2026,B,37.0,3.703753623188406,0.039000000000000146,0.0002817869793068682,-0.02200000000000024,0.24854283029011856,-85.62052173913044,0.02686271881182036,-0.0007134398775168868
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/36 ohm/Bias_-5V_Iph_0.5mA.xlsx,03/27/2026,B,37.17,0.5980724637681161,0.040000000000000036,0.00036332329954701694,-0.02100000000000002,0.3147005260498535,-135.6254927536232,0.03465425197413076,0.0004386366731150659
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/36 ohm/Bias_-5V_Iph_1mA.xlsx,03/27/2026,B,36.83,3.7126857142857146,0.039000000000000146,0.00024307029505605748,-0.02400000000000002,0.2169137137569726,-136.1618142857143,0.029376811854209203,4.656980704982631e-05
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/36 ohm/Bias_-5V_Iph_3mA.xlsx,03/27/2026,B,36.67,8.079797101449275,0.04100000000000037,0.00045484464160458254,-0.018000000000000682,0.38672531593176157,-138.1083043478261,0.05285706775179022,-0.0012229855479674633
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/36 ohm/Bias_-5V_Iph_5mA_38ohm.xlsx,03/27/2026,B,36.83,10.226927536231884,0.03999999999999915,0.00024315086745370262,-0.02400000000000091,0.21222754664844665,-140.0030579710145,0.09856927555723535,-0.0029196167768552137
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/36 ohm/Bias_-7V_Iph_1mA.xlsx,03/27/2026,B,36.67,3.715657142857142,0.03799999999999981,0.0003062262479302544,-0.02200000000000024,0.2779501411538433,-176.7103,0.054892103063606604,0.001152234515126981
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/36 ohm/new cal/Bias_-3V_Iph_1mA.xlsx,03/27/2026,A,37.0,3.703753623188406,0.039000000000000146,0.0002817869793068682,-0.02200000000000024,0.24854283029011856,-85.62052173913044,0.02686271881182036,-0.0007134398775168868
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/36 ohm/new cal/Bias_-5V_Iph_0_5mA.xlsx,03/27/2026,A,37.17,0.5980724637681161,0.040000000000000036,0.00036332329954701694,-0.02100000000000002,0.3147005260498535,-135.6254927536232,0.03465425197413076,0.0004386366731150659
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/36 ohm/new cal/Bias_-5V_Iph_1mA.xlsx,03/27/2026,A,36.83,3.7126857142857146,0.039000000000000146,0.00024307029505605748,-0.02400000000000002,0.2169137137569726,-136.1618142857143,0.029376811854209203,4.656980704982631e-05
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/36 ohm/new cal/Bias_-5V_Iph_3mA.xlsx,03/27/2026,A,36.67,8.079797101449275,0.04100000000000037,0.00045484464160458254,-0.018000000000000682,0.38672531593176157,-138.1083043478261,0.05285706775179022,-0.0012229855479674633
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/36 ohm/new cal/Bias_-5V_Iph_5mA.xlsx,03/27/2026,A,36.83,10.226927536231884,0.03999999999999915,0.00024315086745370262,-0.02400000000000091,0.21222754664844665,-140.0030579710145,0.09856927555723535,-0.0029196167768552137
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/36 ohm/new cal/Bias_-7V_Iph_1mA_33ohm.xlsx,03/27/2026,A,36.67,3.715657142857142,0.03799999999999981,0.0003062262479302544,-0.02200000000000024,0.2779501411538433,-176.7103,0.054892103063606604,0.001152234515126981
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/55 ohm/Bias_-3V_Iph_1mA.xlsx,03/27/2026,B,31.08,3.3978499999999996,0.04200000000000026,0.0010636409937404697,-0.0040000000000000036,0.6972681488265807,-54.1626,0.05354248134322109,0.0013669143987237193
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/55 ohm/Bias_-5V_Iph_0.5mA.xlsx,03/27/2026,B,31.08,0.41221666666666673,0.03899999999999998,0.0009546490603514328,-0.006000000000000005,0.6818164663212402,-86.721,0.011531232342806374,-0.00034466119366436787
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/55 ohm/Bias_-5V_Iph_1mA.xlsx,03/27/2026,B,31.33,3.390733333333333,0.03799999999999981,0.0008211390013923515,-0.010999999999999677,0.6083600108012012,-87.24774999999997,0.019484743159561037,-0.00014664881715230032
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/55 ohm/Bias_-5V_Iph_3mA.xlsx,03/27/2026,B,30.58,8.163116666666669,0.032999999999999474,0.0005984961335009096,-0.015000000000000568,0.5182218039183648,-89.22341666666667,0.10087038062691324,-0.004086871092859551
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/55 ohm/Bias_-5V_Iph_5mA_60ohm.xlsx,03/27/2026,B,30.75,10.280593220338982,0.038000000000000256,0.0008371204880970157,-0.008000000000000895,0.6392764598342467,-91.09200000000001,0.12185482808589579,-0.004585078119451949
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/55 ohm/Bias_-7V_Iph_1mA.xlsx,03/27/2026,B,31.33,3.390745762711864,0.0349999999999997,0.0007249456862784956,-0.01100000000000012,0.5771936921212275,-115.46650847457626,0.05369522367922224,0.0002674524970412325
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/55 ohm/new cal/Bias_-3V_Iph_1mA.xlsx,03/27/2026,A,31.08,3.3978499999999996,0.04200000000000026,0.0010636409937404697,-0.0040000000000000036,0.6972681488265807,-54.1626,0.05354248134322109,0.0013669143987237193
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/55 ohm/new cal/Bias_-5V_Iph_0_5mA.xlsx,03/27/2026,A,31.08,0.41221666666666673,0.03899999999999998,0.0009546490603514328,-0.006000000000000005,0.6818164663212402,-86.721,0.011531232342806374,-0.00034466119366436787
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/55 ohm/new cal/Bias_-5V_Iph_1mA.xlsx,03/27/2026,A,31.33,3.390733333333333,0.03799999999999981,0.0008211390013923515,-0.010999999999999677,0.6083600108012012,-87.24774999999997,0.019484743159561037,-0.00014664881715230032
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/55 ohm/new cal/Bias_-5V_Iph_3mA.xlsx,03/27/2026,A,30.58,8.163116666666669,0.032999999999999474,0.0005984961335009096,-0.015000000000000568,0.5182218039183648,-89.22341666666667,0.10087038062691324,-0.004086871092859551
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/55 ohm/new cal/Bias_-5V_Iph_5mA.xlsx,03/27/2026,A,30.75,10.280593220338982,0.038000000000000256,0.0008371204880970157,-0.008000000000000895,0.6392764598342467,-91.09200000000001,0.12185482808589579,-0.004585078119451949
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/55 ohm/new cal/Bias_-7V_Iph_1mA_55ohm.xlsx,03/27/2026,A,31.33,3.390745762711864,0.0349999999999997,0.0007249456862784956,-0.01100000000000012,0.5771936921212275,-115.46650847457626,0.05369522367922224,0.0002674524970412325
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/WO/Bias_-3V_Iph_1mA.xlsx,03/27/2026,B,19.33,3.277575,0.08599999999999985,-0.00567384922959634,-0.07200000000000006,-0.902114612647258,-1.034125,1.6439018493895927,0.07099016787226597
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/WO/Bias_-5V_Iph_0.5mA_30GHz.xlsx,03/27/2026,B,30.58,0.31418333333333337,0.040000000000000036,0.0001413306337413572,-0.029000000000000026,0.11957729311479766,-0.5130333333333332,1.9491910856994368,-0.07484072965754818
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/WO/Bias_-5V_Iph_1mA.xlsx,03/27/2026,B,19.5,3.324875,0.029999999999999805,0.0014647990297396896,0.029999999999999805,0.8690812852067393,-1.0248249999999999,2.3418632449442613,-0.12881275670401157
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/WO/Bias_-5V_Iph_1mA_30GHz.xlsx,03/27/2026,B,29.92,3.2846101694915255,0.06700000000000017,-0.0014764314058150468,-0.06400000000000006,-0.7875256562105107,-1.016372881355932,1.8693926558382994,-0.04933903253418201
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/WO/Bias_-5V_Iph_3mA_30GHz.xlsx,03/27/2026,B,31.08,8.23225,0.031000000000000583,0.0004967514875474565,-0.016000000000000014,0.4302061054099756,-3.087533333333334,3.012113229546778,-0.12368039050470034
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/WO/Bias_-5V_Iph_5mA_30GHz_WO.xlsx,03/27/2026,B,30.92,10.476233333333333,0.03500000000000014,0.0005341008629713642,-0.016000000000000014,0.4483573772953757,-5.101366666666666,2.509131539914143,-0.09546261582656485
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/WO/Bias_-7V_Iph_1mA_30GHz.xlsx,03/27/2026,B,30.08,3.2888499999999996,0.05400000000000027,-0.0006613848340652351,-0.051000000000000156,-0.45598634162965856,-1.0106666666666666,1.9788918205804769,-0.08126740176915119
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/WO/new cal/Bias_-3V_Iph_1mA.xlsx,03/27/2026,A,37.0,3.703753623188406,0.039000000000000146,0.0002817869793068682,-0.02200000000000024,0.24854283029011856,-85.62052173913044,0.02686271881182036,-0.0007134398775168868
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/WO/new cal/Bias_-5V_Iph_0_5mA_30GHz.xlsx,03/27/2026,A,30.58,0.31418333333333337,0.040000000000000036,0.0001413306337413572,-0.029000000000000026,0.11957729311479766,-0.5130333333333332,1.9491910856994368,-0.07484072965754818
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/WO/new cal/Bias_-5V_Iph_1mA.xlsx,03/27/2026,A,36.83,3.7126857142857146,0.039000000000000146,0.00024307029505605748,-0.02400000000000002,0.2169137137569726,-136.1618142857143,0.029376811854209203,4.656980704982631e-05
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/WO/new cal/Bias_-5V_Iph_1mA_30GHz.xlsx,03/27/2026,A,29.92,3.2846101694915255,0.06700000000000017,-0.0014764314058150468,-0.06400000000000006,-0.7875256562105107,-1.016372881355932,1.8693926558382994,-0.04933903253418201
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/WO/new cal/Bias_-5V_Iph_3mA_30GHz.xlsx,03/27/2026,A,31.08,8.23225,0.031000000000000583,0.0004967514875474565,-0.016000000000000014,0.4302061054099756,-3.087533333333334,3.012113229546778,-0.12368039050470034
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/WO/new cal/Bias_-5V_Iph_5mA_30GHz.xlsx,03/27/2026,A,30.92,10.476233333333333,0.03500000000000014,0.0005341008629713642,-0.016000000000000014,0.4483573772953757,-5.101366666666666,2.509131539914143,-0.09546261582656485
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/WO/new cal/Bias_-7V_Iph_1mA_30GHz_WO.xlsx,03/27/2026,A,30.08,3.2888499999999996,0.05400000000000027,-0.0006613848340652351,-0.051000000000000156,-0.45598634162965856,-1.0106666666666666,1.9788918205804769,-0.08126740176915119
data_PD0008_1/Bandwidth/30um/WO/Bias_-7V_Iph_1mA.xlsx,01/21/2026,A,20.83,5.81335,0.0129999999999999,-7.540338096510875e-05,-0.004000000000000448,-0.13563047177474874,-1.0154999999999998,0.5908419497784348,0.023273051723769
data_PD0008_1/Bandwidth/30um/WO/Bias_-7V_Iph_6mA.xlsx,01/21/2026,A,27.75,13.3379,0.01699999999999946,0.0004487368032244914,-0.0009999999999994458,0.7241534248152194,-5.985119999999999,0.7351565215066632,-0.0267710715468686
data_PD0008_1/Bandwidth/35um/Bias_-7V_Iph_1mA.xlsx,02/04/2026,A,20.67,5.9898,0.10199999999999942,0.0065796550526100025,0.09600000000000009,0.9734668124678668,-1.01315,2.5662537630163373,-0.16424461725582987
data_PD0008_1/Bandwidth/35um/Bias_-7V_Iph_1mA_diff_powermeter.xlsx,02/03/2026,A,16.17,6.610875,0.028999999999999915,-0.0014622014195526734,-0.017999999999999794,-0.7929888044381168,-1.04315,0.575180942338111,0.012661492979709648
data_PD0008_1/Bandwidth/35um/test.xlsx,02/03/2026,A,8.33,5.837125,0.03599999999999959,-0.004397412319696651,-0.03599999999999959,-0.9741438356597225,-1.0406875,1.0569935739595335,0.12789007795184232
data_PD0008_1/Bandwidth/40um/100ohm/Bias_-7V_Iph_1mA.xlsx,02/04/2026,A,20.67,6.7089,0.08699999999999974,-0.004278188470602008,-0.08699999999999974,-0.9793821311708988,-65.43345,0.06265908338930137,0.002778180383608146
data_PD0008_1/Bandwidth/40um/140hom/Bias_-7V_Iph_1mA_120ohm.xlsx,02/04/2026,A,15.5,6.387366666666666,0.020999999999999908,1.3922024717994898e-05,0.006999999999999673,0.01195937055977107,-49.11299999999998,0.02239732860952433,0.0004954453090382535
data_PD0008_1/Bandwidth/40um/40ohm/Bias_-7V_Iph_1mA_36ohm.xlsx,02/04/2026,A,20.33,6.37285,0.04899999999999949,-0.0021673952927816964,-0.03699999999999992,-0.8409504554576546,-161.432925,0.12450991642503745,0.0050091661007176805
data_PD0008_1/Bandwidth/40um/Bias_-7V_Iph_1mA.xlsx,02/04/2026,A,22.5,6.095577777777778,0.10299999999999976,0.0007906456955312773,-0.06400000000000006,0.13799307241806316,-1.0507555555555554,2.4744099483969233,-0.00597506096005244
data_PD0008_1/Bandwidth/40um/Bias_-7V_Iph_1mA_diff_pol.xlsx,02/04/2026,A,14.83,6.1464,0.06899999999999995,0.004430826673597343,0.0680000000000005,0.8508523786869187,-1.0691333333333335,1.5900729562885942,-0.09131893493465933
data_PD0008_1/Bandwidth/40um/Bias_-9V_Iph_1mA_diff_pol.xlsx,02/04/2026,A,15.33,6.152166666666665,0.0600000000000005,-0.003999212144023334,-0.05600000000000005,-0.9266512454542651,-1.0801,1.4813443199703744,0.11045513730739412
data_PD0008_1/Bandwidth/40um/V2/40 ohm/Bias_-5V_Iph_1mA.xlsx,02/25/2026,B,16.0,5.407333333333335,0.027000000000000135,-0.0019766410477740893,-0.020999999999999908,-0.9327011320258137,-65.08476666666665,0.016901036238397657,0.0010314966915794927
data_PD0008_1/Bandwidth/40um/V2/40 ohm/Bias_-7V_Iph_1mA.xlsx,02/25/2026,B,20.83,5.4037749999999996,0.04100000000000037,-0.0012031292637351017,0.004999999999999893,-0.5942039877145885,-86.53970000000001,0.04159940466628281,0.0014935731096002171
data_PD0008_1/Bandwidth/40um/V2/WO/Bias_-5V_Iph_1mA.xlsx,02/25/2026,B,14.67,5.471189189189189,0.12600000000000033,-0.007919816227360784,-0.0860000000000003,-0.7713043265237426,-1.021891891891892,1.9571541920126967,0.025150684096802666
data_PD0008_1/Bandwidth/40um/V2/WO/Bias_-7V_Iph_1mA.xlsx,02/04/2026,A,29.42,6.310137931034483,0.10099999999999998,0.0006940176061497927,-0.006000000000000227,0.1593527901363707,-1.0081724137931034,2.479734582891533,-0.016799953640337307
data_PD0008_1/Bandwidth/40um/WO_bias__7V_Iph_1mA_#2.xlsx,02/04/2026,A,16.33,6.3965,0.03900000000000059,-0.00217451947083502,-0.03200000000000003,-0.885520725528557,-1.0738124999999998,0.838135149292814,0.03555679853635166
data_bw_user/Bias_3V_Iph_1mA_30um_200ohm_1.xlsx,03/29/2026,A,26.17,3.7692666666666668,0.03299999999999992,0.0008974327852707567,-0.0040000000000000036,0.6429052689781893,-15.990783333333333,0.12507204671024882,0.0037244176744891545
data_bw_user/Bias_3V_Iph_1mA_30um_60ohm_1.xlsx,03/27/2026,B,31.08,3.3978499999999996,0.04200000000000026,0.0010636409937404697,-0.0040000000000000036,0.6972681488265807,-54.1626,0.05354248134322109,0.0013669143987237193
data_bw_user/Bias_3V_Iph_1mA_30um_WO_1.xlsx,03/27/2026,B,19.33,3.277575,0.08599999999999985,-0.00567384922959634,-0.07200000000000006,-0.902114612647258,-1.034125,1.6439018493895927,0.07099016787226597
data_bw_user/Bias_5V_Iph_1mA_30um_200ohm_1.xlsx,03/29/2026,A,26.5,3.7737,0.038000000000000256,0.0002168948039717966,-0.02400000000000002,0.17968614772147515,-25.511049999999994,0.14111532061595983,0.004322845855599038
data_bw_user/Bias_5V_Iph_1mA_30um_38ohm_1.xlsx,03/27/2026,B,36.83,3.7126857142857146,0.039000000000000146,0.00024307029505605748,-0.02400000000000002,0.2169137137569726,-136.1618142857143,0.029376811854209203,4.656980704982631e-05
data_bw_user/Bias_5V_Iph_1mA_30um_60ohm_1.xlsx,03/27/2026,B,31.33,3.390733333333333,0.03799999999999981,0.0008211390013923515,-0.010999999999999677,0.6083600108012012,-87.24774999999997,0.019484743159561037,-0.00014664881715230032
data_bw_user/Bias_5V_Iph_1mA_30um_WO_1.xlsx,03/27/2026,B,19.5,3.324875,0.029999999999999805,0.0014647990297396896,0.029999999999999805,0.8690812852067393,-1.0248249999999999,2.3418632449442613,-0.12881275670401157
data_bw_user/Bias_5V_Iph_1mA_40um_38ohm_2.xlsx,02/25/2026,B,16.0,5.407333333333335,0.027000000000000135,-0.0019766410477740893,-0.020999999999999908,-0.9327011320258137,-65.08476666666665,0.016901036238397657,0.0010314966915794927
data_bw_user/Bias_5V_Iph_1mA_40um_WO_2.xlsx,02/25/2026,B,14.67,5.471189189189189,0.12600000000000033,-0.007919816227360784,-0.0860000000000003,-0.7713043265237426,-1.021891891891892,1.9571541920126967,0.025150684096802666
data_bw_user/Bias_5V_Iph_1mA_diff_probe_upto_30GHz_25um_WO.xlsx,02/16/2026,B,31.33,4.612816666666666,0.023000000000000576,0.000535680412078802,0.0030000000000001137,0.6462134388823004,-1.0115500000000002,0.3954327517176613,-0.0012844779888174479
data_bw_user/Bias_7V_Iph_1mA_120ohm_40um_140ohm_1.xlsx,02/04/2026,A,15.5,6.387366666666666,0.020999999999999908,1.3922024717994898e-05,0.006999999999999673,0.01195937055977107,-49.11299999999998,0.02239732860952433,0.0004954453090382535
data_bw_user/Bias_7V_Iph_1mA_30GHz_30um_WO_2.xlsx,03/27/2026,B,30.08,3.2888499999999996,0.05400000000000027,-0.0006613848340652351,-0.051000000000000156,-0.45598634162965856,-1.0106666666666666,1.9788918205804769,-0.08126740176915119
data_bw_user/Bias_7V_Iph_1mA_30um_120ohm_1.xlsx,01/21/2026,A,27.75,5.89018,0.008000000000000007,-0.00012728090478365638,0.0019999999999997797,-0.5025011314430875,-59.786660000000005,0.12544604431825232,-0.004472457556519458
data_bw_user/Bias_7V_Iph_1mA_30um_200ohm_1.xlsx,03/29/2026,A,26.33,3.76905,0.04300000000000015,-0.00036390711114845335,-0.03500000000000014,-0.28742537926043593,-34.735283333333335,0.037425921865225774,-0.0009013144494658835
data_bw_user/Bias_7V_Iph_1mA_30um_38ohm_2.xlsx,03/27/2026,B,36.67,3.715657142857142,0.03799999999999981,0.0003062262479302544,-0.02200000000000024,0.2779501411538433,-176.7103,0.054892103063606604,0.001152234515126981
data_bw_user/Bias_7V_Iph_1mA_30um_60ohm_1.xlsx,01/21/2026,A,37.83,7.708250000000001,0.12700000000000067,-0.003954061401847028,-0.09700000000000042,-0.8830362824226541,-118.56665000000001,0.09783526818038601,0.0017440609771462922
data_bw_user/Bias_7V_Iph_1mA_30um_60ohm_2.xlsx,03/27/2026,B,31.33,3.390745762711864,0.0349999999999997,0.0007249456862784956,-0.01100000000000012,0.5771936921212275,-115.46650847457626,0.05369522367922224,0.0002674524970412325
data_bw_user/Bias_7V_Iph_1mA_30um_76ohm_1.xlsx,01/21/2026,A,33.67,5.907766666666668,0.03500000000000014,0.0009483672494325037,0.025000000000000355,0.8744665111788095,-93.13143333333333,0.07194133881757044,-0.0019764612183477692
data_bw_user/Bias_7V_Iph_1mA_30um_WO_1.xlsx,01/21/2026,A,20.83,5.81335,0.0129999999999999,-7.540338096510875e-05,-0.004000000000000448,-0.13563047177474874,-1.0154999999999998,0.5908419497784348,0.023273051723769
data_bw_user/Bias_7V_Iph_1mA_38ohm_30um_1.xlsx,01/21/2026,A,37.83,6.341387500000001,0.04600000000000026,-0.0011134327197161573,-0.04400000000000048,-0.9566342291317134,-177.3352,0.025939576575897336,0.00018578266658833347
data_bw_user/Bias_7V_Iph_1mA_40um_100ohm_1.xlsx,02/04/2026,A,20.67,6.7089,0.08699999999999974,-0.004278188470602008,-0.08699999999999974,-0.9793821311708988,-65.43345,0.06265908338930137,0.002778180383608146
data_bw_user/Bias_7V_Iph_1mA_40um_38ohm_1.xlsx,02/04/2026,A,20.33,6.37285,0.04899999999999949,-0.0021673952927816964,-0.03699999999999992,-0.8409504554576546,-161.432925,0.12450991642503745,0.0050091661007176805
data_bw_user/Bias_7V_Iph_1mA_40um_38ohm_2.xlsx,02/25/2026,B,20.83,5.4037749999999996,0.04100000000000037,-0.0012031292637351017,0.004999999999999893,-0.5942039877145885,-86.53970000000001,0.04159940466628281,0.0014935731096002171
data_bw_user/Bias_7V_Iph_1mA_40um_WO_2.xlsx,02/04/2026,A,29.42,6.310137931034483,0.10099999999999998,0.0006940176061497927,-0.006000000000000227,0.1593527901363707,-1.0081724137931034,2.479734582891533,-0.016799953640337307
